Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
9/30/2021,143.6600037,144.3800049,141.2799988,141.5,140.4784851,89056700,AAPL
10/1/2021,141.8999939,142.9199982,139.1100006,142.6499939,141.620163,94639600,AAPL
10/4/2021,141.7599945,142.2100067,138.2700043,139.1399994,138.1355133,98322000,AAPL
10/5/2021,139.4900055,142.2400055,139.3600006,141.1100006,140.0912781,80861100,AAPL
10/6/2021,139.4700012,142.1499939,138.3699951,142,140.9748688,83221100,AAPL
10/7/2021,143.0599976,144.2200012,142.7200012,143.2899933,142.2555542,61732700,AAPL
10/8/2021,144.0299988,144.1799927,142.5599976,142.8999939,141.8683624,58773200,AAPL
10/11/2021,142.2700043,144.8099976,141.8099976,142.8099976,141.779007,64452200,AAPL
10/12/2021,143.2299957,143.25,141.0399933,141.5099945,140.4884033,73035900,AAPL
10/13/2021,141.2400055,141.3999939,139.1999969,140.9100037,139.892746,78762700,AAPL
10/14/2021,142.1100006,143.8800049,141.5099945,143.7599945,142.722168,69907100,AAPL
10/15/2021,143.7700043,144.8999939,143.5099945,144.8399963,143.7943573,67940300,AAPL
10/18/2021,143.4499969,146.8399963,143.1600037,146.5500031,145.4920197,85589200,AAPL
10/19/2021,147.0099945,149.1699982,146.5500031,148.7599945,147.6860809,76378900,AAPL
10/20/2021,148.6999969,149.75,148.1199951,149.2599945,148.1824646,58418800,AAPL
10/21/2021,148.8099976,149.6399994,147.8699951,149.4799957,148.4008789,61421000,AAPL
10/22/2021,149.6900024,150.1799927,148.6399994,148.6900024,147.6165771,58883400,AAPL
10/25/2021,148.6799927,149.3699951,147.6199951,148.6399994,147.5669403,50720600,AAPL
10/26/2021,149.3300018,150.8399963,149.0099945,149.3200073,148.2420197,60893400,AAPL
10/27/2021,149.3600006,149.7299957,148.4900055,148.8500061,147.7754211,56094900,AAPL
10/28/2021,149.8200073,153.1699982,149.7200012,152.5700073,151.4685669,100077900,AAPL
10/29/2021,147.2200012,149.9400024,146.4100037,149.8000031,148.7185669,124953200,AAPL
11/1/2021,148.9900055,149.6999969,147.8000031,148.9600067,147.8846436,74588300,AAPL
11/2/2021,148.6600037,151.5700073,148.6499939,150.0200043,148.9369812,69122000,AAPL
11/3/2021,150.3899994,151.9700012,149.8200073,151.4900055,150.3963623,54511500,AAPL
11/4/2021,151.5800018,152.4299927,150.6399994,150.9600067,149.8701935,60394600,AAPL
11/5/2021,151.8899994,152.1999969,150.0599976,151.2799988,150.407074,65463900,AAPL
11/8/2021,151.4100037,151.5700073,150.1600037,150.4400024,149.5719147,55020900,AAPL
11/9/2021,150.1999969,151.4299927,150.0599976,150.8099976,149.9397888,56787900,AAPL
11/10/2021,150.0200043,150.1300049,147.8500061,147.9199982,147.066452,65187100,AAPL
11/11/2021,148.9600067,149.4299927,147.6799927,147.8699951,147.0167542,41000000,AAPL
11/12/2021,148.4299927,150.3999939,147.4799957,149.9900055,149.124527,63804000,AAPL
11/15/2021,150.3699951,151.8800049,149.4299927,150,149.1344604,59222800,AAPL
11/16/2021,149.9400024,151.4900055,149.3399963,151,150.1286774,59256200,AAPL
11/17/2021,151,155,150.9900055,153.4900055,152.6043091,88807000,AAPL
11/18/2021,153.7100067,158.6699982,153.0500031,157.8699951,156.9590454,137827700,AAPL
11/19/2021,157.6499939,161.0200043,156.5299988,160.5500031,159.6235657,117305600,AAPL
11/22/2021,161.6799927,165.6999969,161,161.0200043,160.0908661,117467900,AAPL
11/23/2021,161.1199951,161.8000031,159.0599976,161.4100037,160.4786224,96041900,AAPL
11/24/2021,160.75,162.1399994,159.6399994,161.9400024,161.0055695,69463600,AAPL
11/26/2021,159.5700073,160.4499969,156.3600006,156.8099976,155.9051666,76959800,AAPL
11/29/2021,159.3699951,161.1900024,158.7899933,160.2400055,159.3153687,88748200,AAPL
11/30/2021,159.9900055,165.5200043,159.9199982,165.3000031,164.3461761,174048100,AAPL
12/1/2021,167.4799957,170.3000031,164.5299988,164.7700043,163.8192444,152052500,AAPL
12/2/2021,158.7400055,164.1999969,157.8000031,163.7599945,162.8150635,136739200,AAPL
12/3/2021,164.0200043,164.9600067,159.7200012,161.8399963,160.9061127,118023100,AAPL
12/6/2021,164.2899933,167.8800049,164.2799988,165.3200073,164.3660583,107497000,AAPL
12/7/2021,169.0800018,171.5800018,168.3399963,171.1799927,170.1922302,120405400,AAPL
12/8/2021,172.1300049,175.9600067,170.6999969,175.0800018,174.0697479,116998900,AAPL
12/9/2021,174.9100037,176.75,173.9199982,174.5599976,173.5527344,108923700,AAPL
12/10/2021,175.2100067,179.6300049,174.6900024,179.4499969,178.414505,115402700,AAPL
12/13/2021,181.1199951,182.1300049,175.5299988,175.7400055,174.7259369,153237000,AAPL
12/14/2021,175.25,177.7400055,172.2100067,174.3300018,173.3240662,139380400,AAPL
12/15/2021,175.1100006,179.5,172.3099976,179.3000031,178.2653961,131063300,AAPL
12/16/2021,179.2799988,181.1399994,170.75,172.2599945,171.2659912,150185800,AAPL
12/17/2021,169.9299927,173.4700012,169.6900024,171.1399994,170.1524811,195432700,AAPL
12/20/2021,168.2799988,170.5800018,167.4600067,169.75,168.7704926,107499100,AAPL
12/21/2021,171.5599976,173.1999969,169.1199951,172.9900055,171.9917908,91185900,AAPL
12/22/2021,173.0399933,175.8600006,172.1499939,175.6399994,174.6264954,92135300,AAPL
12/23/2021,175.8500061,176.8500061,175.2700043,176.2799988,175.2628021,68356600,AAPL
12/27/2021,177.0899963,180.4199982,177.0700073,180.3300018,179.2894592,74919600,AAPL
12/28/2021,180.1600037,181.3300018,178.5299988,179.2899933,178.2554474,79144300,AAPL
12/29/2021,179.3300018,180.6300049,178.1399994,179.3800049,178.3449402,62348900,AAPL
12/30/2021,179.4700012,180.5700073,178.0899963,178.1999969,177.1717224,59773000,AAPL
12/31/2021,178.0899963,179.2299957,177.2599945,177.5700073,176.5453949,64062300,AAPL
1/3/2022,177.8300018,182.8800049,177.7100067,182.0099945,180.9597321,104487900,AAPL
1/4/2022,182.6300049,182.9400024,179.1199951,179.6999969,178.6630707,99310400,AAPL
1/5/2022,179.6100006,180.1699982,174.6399994,174.9199982,173.9106598,94537600,AAPL
1/6/2022,172.6999969,175.3000031,171.6399994,172,171.0075073,96904000,AAPL
1/7/2022,172.8899994,174.1399994,171.0299988,172.1699982,171.1765137,86709100,AAPL
1/10/2022,169.0800018,172.5,168.1699982,172.1900024,171.1964264,106765600,AAPL
1/11/2022,172.3200073,175.1799927,170.8200073,175.0800018,174.0697479,76138300,AAPL
1/12/2022,176.1199951,177.1799927,174.8200073,175.5299988,174.5171356,74805200,AAPL
1/13/2022,175.7799988,176.6199951,171.7899933,172.1900024,171.1964264,84505800,AAPL
1/14/2022,171.3399963,173.7799988,171.0899963,173.0700073,172.0713501,80440800,AAPL
1/18/2022,171.5099945,172.5399933,169.4100037,169.8000031,168.8202057,90956700,AAPL
1/19/2022,170,171.0800018,165.9400024,166.2299957,165.2707977,94815000,AAPL
1/20/2022,166.9799957,169.6799927,164.1799927,164.5099945,163.56073,91420500,AAPL
1/21/2022,164.4199982,166.3300018,162.3000031,162.4100037,161.4728699,122848900,AAPL
1/24/2022,160.0200043,162.3000031,154.6999969,161.6199951,160.6873779,162294600,AAPL
1/25/2022,158.9799957,162.7599945,157.0200043,159.7799988,158.858017,115798400,AAPL
1/26/2022,163.5,164.3899994,157.8200073,159.6900024,158.7685394,108275300,AAPL
1/27/2022,162.4499969,163.8399963,158.2799988,159.2200012,158.301239,121954600,AAPL
1/28/2022,165.7100067,170.3500061,162.8000031,170.3300018,169.3471375,179935700,AAPL
1/31/2022,170.1600037,175,169.5099945,174.7799988,173.7714539,115541600,AAPL
2/1/2022,174.0099945,174.8399963,172.3099976,174.6100006,173.6024628,86213900,AAPL
2/2/2022,174.75,175.8800049,173.3300018,175.8399963,174.8253326,84914300,AAPL
2/3/2022,174.4799957,176.2400055,172.1199951,172.8999939,171.9023132,89418100,AAPL
2/4/2022,171.6799927,174.1000061,170.6799927,172.3899994,171.6136322,82465400,AAPL
2/7/2022,172.8600006,173.9499969,170.9499969,171.6600037,170.8869171,77251200,AAPL
2/8/2022,171.7299957,175.3500061,171.4299927,174.8300018,174.0426331,74829200,AAPL
2/9/2022,176.0500031,176.6499939,174.8999939,176.2799988,175.4860992,71285000,AAPL
2/10/2022,174.1399994,175.4799957,171.5500031,172.1199951,171.3448334,90865900,AAPL
2/11/2022,172.3300018,173.0800018,168.0399933,168.6399994,167.8805084,98670700,AAPL
2/14/2022,167.3699951,169.5800018,166.5599976,168.8800049,168.1194305,86185500,AAPL
2/15/2022,170.9700012,172.9499969,170.25,172.7899933,172.0118256,62527400,AAPL
2/16/2022,171.8500061,173.3399963,170.0500031,172.5500031,171.7729187,61177400,AAPL
2/17/2022,171.0299988,171.9100037,168.4700012,168.8800049,168.1194305,69589300,AAPL
2/18/2022,169.8200073,170.5399933,166.1900024,167.3000031,166.5465546,82772700,AAPL
2/22/2022,164.9799957,166.6900024,162.1499939,164.3200073,163.5799866,91162800,AAPL
2/23/2022,165.5399933,166.1499939,159.75,160.0700073,159.3491211,90009200,AAPL
2/24/2022,152.5800018,162.8500061,152,162.7400055,162.0070953,141147500,AAPL
2/25/2022,163.8399963,165.1199951,160.8699951,164.8500061,164.1075897,91974200,AAPL
2/28/2022,163.0599976,165.4199982,162.4299927,165.1199951,164.376358,95056600,AAPL
3/1/2022,164.6999969,166.6000061,161.9700012,163.1999969,162.4650116,83474400,AAPL
3/2/2022,164.3899994,167.3600006,162.9499969,166.5599976,165.8098907,79724800,AAPL
3/3/2022,168.4700012,168.9100037,165.5500031,166.2299957,165.481369,76678400,AAPL
3/4/2022,164.4900055,165.5500031,162.1000061,163.1699982,162.4351349,83737200,AAPL
3/7/2022,163.3600006,165.0200043,159.0399933,159.3000031,158.5825958,96418800,AAPL
3/8/2022,158.8200073,162.8800049,155.8000031,157.4400024,156.7309418,131148300,AAPL
3/9/2022,161.4799957,163.4100037,159.4100037,162.9499969,162.2161407,91454900,AAPL
3/10/2022,160.1999969,160.3899994,155.9799957,158.5200043,157.8061066,105342000,AAPL
3/11/2022,158.9299927,159.2799988,154.5,154.7299957,154.0331573,96970100,AAPL
3/14/2022,151.4499969,154.1199951,150.1000061,150.6199951,149.9416504,108732100,AAPL
3/15/2022,150.8999939,155.5700073,150.3800049,155.0899963,154.3915253,92964300,AAPL
3/16/2022,157.0500031,160,154.4600067,159.5899963,158.8712769,102300200,AAPL
3/17/2022,158.6100006,161,157.6300049,160.6199951,159.896637,75615400,AAPL
3/18/2022,160.5099945,164.4799957,159.7599945,163.9799957,163.2415161,123511700,AAPL
3/21/2022,163.5099945,166.3500061,163.0099945,165.3800049,164.6352081,95811400,AAPL
3/22/2022,165.5099945,169.4199982,164.9100037,168.8200073,168.0597076,81532000,AAPL
3/23/2022,167.9900055,172.6399994,167.6499939,170.2100067,169.4434509,98062700,AAPL
3/24/2022,171.0599976,174.1399994,170.2100067,174.0700073,173.2860565,90131400,AAPL
3/25/2022,173.8800049,175.2799988,172.75,174.7200012,173.933136,80546200,AAPL
3/28/2022,172.1699982,175.7299957,172,175.6000061,174.8091736,90371900,AAPL
3/29/2022,176.6900024,179.0099945,176.3399963,178.9600067,178.1540375,100589400,AAPL
3/30/2022,178.5500031,179.6100006,176.6999969,177.7700043,176.9694061,92633200,AAPL
3/31/2022,177.8399963,178.0299988,174.3999939,174.6100006,173.8236237,103049300,AAPL
4/1/2022,174.0299988,174.8800049,171.9400024,174.3099976,173.5249786,78751300,AAPL
4/4/2022,174.5700073,178.4900055,174.4400024,178.4400024,177.6363678,76468400,AAPL
4/5/2022,177.5,178.3000031,174.4199982,175.0599976,174.2716064,73401800,AAPL
4/6/2022,172.3600006,173.6300049,170.1300049,171.8300018,171.0561523,89058800,AAPL
4/7/2022,171.1600037,173.3600006,169.8500061,172.1399994,171.3647461,77594700,AAPL
4/8/2022,171.7799988,171.7799988,169.1999969,170.0899963,169.3239746,76575500,AAPL
4/11/2022,168.7100067,169.0299988,165.5,165.75,165.0035248,72246700,AAPL
4/12/2022,168.0200043,169.8699951,166.6399994,167.6600037,166.9049377,79265200,AAPL
4/13/2022,167.3899994,171.0399933,166.7700043,170.3999939,169.6325836,70618900,AAPL
4/14/2022,170.6199951,171.2700043,165.0399933,165.2899933,164.5456085,75329400,AAPL
4/18/2022,163.9199982,166.6000061,163.5700073,165.0700073,164.3265991,69023900,AAPL
4/19/2022,165.0200043,167.8200073,163.9100037,167.3999939,166.6461029,67723800,AAPL
4/20/2022,168.7599945,168.8800049,166.1000061,167.2299957,166.4768524,67929800,AAPL
4/21/2022,168.9100037,171.5299988,165.9100037,166.4199982,165.670517,87227800,AAPL
4/22/2022,166.4600067,167.8699951,161.5,161.7899933,161.0613556,84882400,AAPL
4/25/2022,161.1199951,163.1699982,158.4600067,162.8800049,162.1464539,96046400,AAPL
4/26/2022,162.25,162.3399963,156.7200012,156.8000031,156.0938416,95623200,AAPL
4/27/2022,155.9100037,159.7899933,155.3800049,156.5700073,155.8648834,88063200,AAPL
4/28/2022,159.25,164.5200043,158.9299927,163.6399994,162.9030304,130216800,AAPL
4/29/2022,161.8399963,166.1999969,157.25,157.6499939,156.9400024,131747600,AAPL
5/2/2022,156.7100067,158.2299957,153.2700043,157.9600067,157.2486115,123055300,AAPL
5/3/2022,158.1499939,160.7100067,156.3200073,159.4799957,158.7617645,88966500,AAPL
5/4/2022,159.6699982,166.4799957,159.2599945,166.0200043,165.2723083,108256500,AAPL
5/5/2022,163.8500061,164.0800018,154.9499969,156.7700043,156.0639801,130525300,AAPL
5/6/2022,156.0099945,159.4400024,154.1799927,157.2799988,156.8017273,116124600,AAPL
5/9/2022,154.9299927,155.8300018,151.4900055,152.0599976,151.5975952,131577900,AAPL
5/10/2022,155.5200043,156.7400055,152.9299927,154.5099945,154.0401306,115366700,AAPL
5/11/2022,153.5,155.4499969,145.8099976,146.5,146.0545044,142689800,AAPL
5/12/2022,142.7700043,146.1999969,138.8000031,142.5599976,142.1264801,182602000,AAPL
5/13/2022,144.5899963,148.1000061,143.1100006,147.1100006,146.6626434,113990900,AAPL
5/16/2022,145.5500031,147.5200043,144.1799927,145.5399933,145.0974121,86643800,AAPL
5/17/2022,148.8600006,149.7700043,146.6799927,149.2400055,148.7861786,78336300,AAPL
5/18/2022,146.8500061,147.3600006,139.8999939,140.8200073,140.3917847,109742900,AAPL
5/19/2022,139.8800049,141.6600037,136.6000061,137.3500061,136.9323425,136095600,AAPL
5/20/2022,139.0899963,140.6999969,132.6100006,137.5899963,137.1716003,137426100,AAPL
5/23/2022,137.7899933,143.2599945,137.6499939,143.1100006,142.6748199,117726300,AAPL
5/24/2022,140.8099976,141.9700012,137.3300018,140.3600006,139.9331818,104132700,AAPL
5/25/2022,138.4299927,141.7899933,138.3399963,140.5200043,140.0926971,92482700,AAPL
5/26/2022,137.3899994,144.3399963,137.1399994,143.7799988,143.3427734,90601500,AAPL
5/27/2022,145.3899994,149.6799927,145.2599945,149.6399994,149.1849518,90978500,AAPL
5/31/2022,149.0700073,150.6600037,146.8399963,148.8399963,148.3873901,103718400,AAPL
6/1/2022,149.8999939,151.7400055,147.6799927,148.7100067,148.2577972,74286600,AAPL
6/2/2022,147.8300018,151.2700043,146.8600006,151.2100067,150.7501831,72348100,AAPL
6/3/2022,146.8999939,147.9700012,144.4600067,145.3800049,144.937912,88570300,AAPL
6/6/2022,147.0299988,148.5700073,144.8999939,146.1399994,145.6956024,71598400,AAPL
6/7/2022,144.3500061,149,144.1000061,148.7100067,148.2577972,67808200,AAPL
6/8/2022,148.5800018,149.8699951,147.4600067,147.9600067,147.5100708,53950200,AAPL
6/9/2022,147.0800018,147.9499969,142.5299988,142.6399994,142.2062531,69473000,AAPL
6/10/2022,140.2799988,140.7599945,137.0599976,137.1300049,136.7130127,91437900,AAPL
6/13/2022,132.8699951,135.1999969,131.4400024,131.8800049,131.4789581,122207100,AAPL
6/14/2022,133.1300049,133.8899994,131.4799957,132.7599945,132.3562775,84784300,AAPL
6/15/2022,134.2899933,137.3399963,132.1600037,135.4299927,135.018158,91533000,AAPL
6/16/2022,132.0800018,132.3899994,129.0399933,130.0599976,129.6644897,108123900,AAPL
6/17/2022,130.0700073,133.0800018,129.8099976,131.5599976,131.1599274,134520300,AAPL
6/21/2022,133.4199982,137.0599976,133.3200073,135.8699951,135.4568176,81000500,AAPL
6/22/2022,134.7899933,137.7599945,133.9100037,135.3500061,134.9384155,73409200,AAPL
6/23/2022,136.8200073,138.5899963,135.6300049,138.2700043,137.8495331,72433800,AAPL
6/24/2022,139.8999939,141.9100037,139.7700043,141.6600037,141.2292328,89116800,AAPL
6/27/2022,142.6999969,143.4900055,140.9700012,141.6600037,141.2292328,70207900,AAPL
6/28/2022,142.1300049,143.4199982,137.3200073,137.4400024,137.0220642,67083400,AAPL
6/29/2022,137.4600067,140.6699982,136.6699982,139.2299957,138.8066101,66242400,AAPL
6/30/2022,137.25,138.3699951,133.7700043,136.7200012,136.304245,98964500,AAPL
7/1/2022,136.0399933,139.0399933,135.6600037,138.9299927,138.5075073,71051600,AAPL
7/5/2022,137.7700043,141.6100006,136.9299927,141.5599976,141.1295319,73353800,AAPL
7/6/2022,141.3500061,144.1199951,141.0800018,142.9199982,142.4853821,74064300,AAPL
